id,data,cliente,produto,categoria,regiao,quantidade,preco,receita_total,mes,trimestre,ano,faixa_receita_item
504,2024-06-09,Cliente_006,Monitor,Computadores,Centro-Oeste,9.0,1200.0,10800.0,6,Q2,2024,Alto Valor
505,2024-10-06,Cliente_012,Tablet,Celulares,Nordeste,10.0,1800.0,18000.0,10,Q4,2024,Alto Valor
506,2024-04-08,Cliente_008,Monitor,Computadores,Nordeste,9.0,1200.0,10800.0,4,Q2,2024,Alto Valor
507,2024-04-25,Cliente_010,Tablet,Celulares,Nordeste,4.0,1800.0,7200.0,4,Q2,2024,Alto Valor
508,2024-12-26,Cliente_016,Mouse,Periféricos,Nordeste,8.0,120.0,960.0,12,Q4,2024,Médio Valor
509,2024-10-13,Cliente_030,Tablet,Celulares,Nordeste,5.0,1800.0,9000.0,10,Q4,2024,Alto Valor
510,2024-10-20,Cliente_022,Notebook,Computadores,Norte,7.0,3500.0,24500.0,10,Q4,2024,Alto Valor
511,2024-06-25,Cliente_025,Monitor,Computadores,Sudeste,5.0,1200.0,6000.0,6,Q2,2024,Alto Valor
512,2024-05-27,Cliente_023,Notebook,Computadores,Sul,6.0,3500.0,21000.0,5,Q2,2024,Alto Valor
514,2024-10-02,Cliente_009,Smartphone,Celulares,Norte,5.0,2200.0,11000.0,10,Q4,2024,Alto Valor
515,2024-02-25,Cliente_020,Smartphone,Celulares,Norte,4.0,2200.0,8800.0,2,Q1,2024,Alto Valor
516,2024-01-26,Cliente_022,Smartphone,Celulares,Norte,4.0,2200.0,8800.0,1,Q1,2024,Alto Valor
518,2024-08-29,Cliente_004,Tablet,Celulares,Sudeste,1.0,1800.0,1800.0,8,Q3,2024,Médio Valor
519,2024-03-21,Cliente_014,Teclado,Periféricos,Centro-Oeste,8.0,250.0,2000.0,3,Q1,2024,Médio Valor
520,2024-04-12,Cliente_025,Mouse,Periféricos,Nordeste,6.0,120.0,720.0,4,Q2,2024,Médio Valor
521,2024-11-26,Cliente_002,Tablet,Celulares,Sul,10.0,1800.0,18000.0,11,Q4,2024,Alto Valor
522,2024-09-30,Cliente_024,Smartphone,Celulares,Sul,3.0,2200.0,6600.0,9,Q3,2024,Alto Valor
523,2024-03-31,Cliente_030,Monitor,Computadores,Sul,7.0,1200.0,8400.0,3,Q1,2024,Alto Valor
524,2024-04-05,Cliente_030,Monitor,Computadores,Nordeste,1.0,1200.0,1200.0,4,Q2,2024,Médio Valor
525,2024-06-01,Cliente_019,Notebook,Computadores,Norte,2.0,3500.0,7000.0,6,Q2,2024,Alto Valor
526,2024-05-25,Cliente_015,Tablet,Celulares,Norte,9.0,1800.0,16200.0,5,Q2,2024,Alto Valor
527,2024-03-09,Cliente_028,Monitor,Computadores,Norte,8.0,1200.0,9600.0,3,Q1,2024,Alto Valor
528,2024-04-08,Cliente_026,Tablet,Celulares,Sul,6.0,1800.0,10800.0,4,Q2,2024,Alto Valor
529,2024-08-22,Cliente_021,Smartphone,Celulares,Nordeste,3.0,2200.0,6600.0,8,Q3,2024,Alto Valor
531,2024-04-08,Cliente_006,Mouse,Periféricos,Norte,7.0,120.0,840.0,4,Q2,2024,Médio Valor
532,2024-09-20,Cliente_011,Monitor,Computadores,Sul,7.0,1200.0,8400.0,9,Q3,2024,Alto Valor
533,2024-02-18,Cliente_006,Mouse,Periféricos,Sudeste,8.0,120.0,960.0,2,Q1,2024,Médio Valor
534,2024-05-07,Cliente_001,Tablet,Celulares,Nordeste,7.0,1800.0,12600.0,5,Q2,2024,Alto Valor
535,2024-08-16,Cliente_025,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,8,Q3,2024,Alto Valor
536,2024-10-25,Cliente_024,Tablet,Celulares,Norte,1.0,1800.0,1800.0,10,Q4,2024,Médio Valor
537,2024-11-30,Cliente_012,Tablet,Celulares,Sudeste,1.0,1800.0,1800.0,11,Q4,2024,Médio Valor
538,2024-03-01,Cliente_015,Mouse,Periféricos,Nordeste,3.0,120.0,360.0,3,Q1,2024,Baixo Valor
539,2024-12-17,Cliente_017,Monitor,Computadores,Nordeste,2.0,1200.0,2400.0,12,Q4,2024,Médio Valor
540,2024-05-31,Cliente_012,Mouse,Periféricos,Norte,4.0,120.0,480.0,5,Q2,2024,Baixo Valor
541,2024-03-09,Cliente_016,Smartphone,Celulares,Sudeste,8.0,2200.0,17600.0,3,Q1,2024,Alto Valor
542,2024-11-06,Cliente_012,Mouse,Periféricos,Centro-Oeste,9.0,120.0,1080.0,11,Q4,2024,Médio Valor
543,2024-10-02,Cliente_026,Monitor,Computadores,Sudeste,4.0,1200.0,4800.0,10,Q4,2024,Médio Valor
544,2024-11-01,Cliente_028,Mouse,Periféricos,Sul,9.0,120.0,1080.0,11,Q4,2024,Médio Valor
545,2024-09-27,Cliente_023,Monitor,Computadores,Nordeste,2.0,1200.0,2400.0,9,Q3,2024,Médio Valor
546,2024-02-27,Cliente_002,Teclado,Periféricos,Norte,9.0,250.0,2250.0,2,Q1,2024,Médio Valor
547,2024-10-20,Cliente_018,Smartphone,Celulares,Sudeste,3.0,2200.0,6600.0,10,Q4,2024,Alto Valor
548,2024-09-23,Cliente_015,Tablet,Celulares,Sul,4.0,1800.0,7200.0,9,Q3,2024,Alto Valor
549,2024-10-25,Cliente_016,Mouse,Periféricos,Sul,9.0,120.0,1080.0,10,Q4,2024,Médio Valor
550,2024-01-29,Cliente_015,Monitor,Computadores,Sudeste,9.0,1200.0,10800.0,1,Q1,2024,Alto Valor
551,2024-08-21,Cliente_019,Monitor,Computadores,Sul,9.0,1200.0,10800.0,8,Q3,2024,Alto Valor
552,2024-12-10,Cliente_026,Monitor,Computadores,Nordeste,1.0,1200.0,1200.0,12,Q4,2024,Médio Valor
553,2024-05-10,Cliente_027,Monitor,Computadores,Sul,4.0,1200.0,4800.0,5,Q2,2024,Médio Valor
554,2024-02-07,Cliente_002,Teclado,Periféricos,Centro-Oeste,6.0,250.0,1500.0,2,Q1,2024,Médio Valor
556,2024-01-17,Cliente_010,Monitor,Computadores,Centro-Oeste,3.0,1200.0,3600.0,1,Q1,2024,Médio Valor
559,2024-12-15,Cliente_022,Notebook,Computadores,Norte,3.0,3500.0,10500.0,12,Q4,2024,Alto Valor
560,2024-06-27,Cliente_004,Mouse,Periféricos,Sudeste,9.0,120.0,1080.0,6,Q2,2024,Médio Valor
561,2024-09-27,Cliente_005,Monitor,Computadores,Sudeste,1.0,1200.0,1200.0,9,Q3,2024,Médio Valor
562,2024-06-01,Cliente_015,Notebook,Computadores,Norte,7.0,3500.0,24500.0,6,Q2,2024,Alto Valor
563,2024-07-13,Cliente_027,Teclado,Periféricos,Sudeste,4.0,250.0,1000.0,7,Q3,2024,Médio Valor
564,2024-06-26,Cliente_005,Monitor,Computadores,Nordeste,4.0,1200.0,4800.0,6,Q2,2024,Médio Valor
565,2024-02-27,Cliente_002,Mouse,Periféricos,Centro-Oeste,10.0,120.0,1200.0,2,Q1,2024,Médio Valor
566,2024-05-03,Cliente_007,Notebook,Computadores,Sul,2.0,3500.0,7000.0,5,Q2,2024,Alto Valor
567,2024-01-18,Cliente_015,Teclado,Periféricos,Norte,1.0,250.0,250.0,1,Q1,2024,Baixo Valor
568,2024-01-23,Cliente_013,Smartphone,Celulares,Centro-Oeste,4.0,2200.0,8800.0,1,Q1,2024,Alto Valor
569,2024-04-21,Cliente_025,Teclado,Periféricos,Sul,3.0,250.0,750.0,4,Q2,2024,Médio Valor
570,2024-05-28,Cliente_008,Teclado,Periféricos,Norte,6.0,250.0,1500.0,5,Q2,2024,Médio Valor
571,2024-11-02,Cliente_025,Teclado,Periféricos,Nordeste,4.0,250.0,1000.0,11,Q4,2024,Médio Valor
572,2024-03-14,Cliente_022,Tablet,Celulares,Norte,4.0,1800.0,7200.0,3,Q1,2024,Alto Valor
573,2024-06-02,Cliente_009,Monitor,Computadores,Sul,9.0,1200.0,10800.0,6,Q2,2024,Alto Valor
574,2024-03-30,Cliente_021,Teclado,Periféricos,Centro-Oeste,9.0,250.0,2250.0,3,Q1,2024,Médio Valor
575,2024-01-25,Cliente_012,Monitor,Computadores,Centro-Oeste,9.0,1200.0,10800.0,1,Q1,2024,Alto Valor
576,2024-12-22,Cliente_014,Tablet,Celulares,Centro-Oeste,3.0,1800.0,5400.0,12,Q4,2024,Alto Valor
577,2024-07-11,Cliente_006,Tablet,Celulares,Norte,8.0,1800.0,14400.0,7,Q3,2024,Alto Valor
578,2024-04-25,Cliente_010,Smartphone,Celulares,Sudeste,8.0,2200.0,17600.0,4,Q2,2024,Alto Valor
580,2024-03-09,Cliente_013,Teclado,Periféricos,Sudeste,5.0,250.0,1250.0,3,Q1,2024,Médio Valor
582,2024-02-17,Cliente_018,Tablet,Celulares,Sudeste,1.0,1800.0,1800.0,2,Q1,2024,Médio Valor
583,2024-07-12,Cliente_022,Tablet,Celulares,Norte,10.0,1800.0,18000.0,7,Q3,2024,Alto Valor
585,2024-09-02,Cliente_007,Smartphone,Celulares,Nordeste,5.0,2200.0,11000.0,9,Q3,2024,Alto Valor
586,2024-04-18,Cliente_030,Notebook,Computadores,Sudeste,2.0,3500.0,7000.0,4,Q2,2024,Alto Valor
587,2024-09-02,Cliente_030,Mouse,Periféricos,Sudeste,10.0,120.0,1200.0,9,Q3,2024,Médio Valor
589,2024-05-24,Cliente_013,Tablet,Celulares,Centro-Oeste,9.0,1800.0,16200.0,5,Q2,2024,Alto Valor
590,2024-07-02,Cliente_010,Mouse,Periféricos,Nordeste,6.0,120.0,720.0,7,Q3,2024,Médio Valor
591,2024-09-11,Cliente_015,Teclado,Periféricos,Sul,8.0,250.0,2000.0,9,Q3,2024,Médio Valor
592,2024-04-14,Cliente_012,Tablet,Celulares,Nordeste,7.0,1800.0,12600.0,4,Q2,2024,Alto Valor
593,2024-10-15,Cliente_028,Notebook,Computadores,Sudeste,3.0,3500.0,10500.0,10,Q4,2024,Alto Valor
595,2024-08-01,Cliente_010,Mouse,Periféricos,Sudeste,4.0,120.0,480.0,8,Q3,2024,Baixo Valor
596,2024-04-27,Cliente_013,Tablet,Celulares,Norte,4.0,1800.0,7200.0,4,Q2,2024,Alto Valor
598,2024-11-24,Cliente_024,Monitor,Computadores,Centro-Oeste,8.0,1200.0,9600.0,11,Q4,2024,Alto Valor
599,2024-06-29,Cliente_006,Smartphone,Celulares,Sudeste,9.0,2200.0,19800.0,6,Q2,2024,Alto Valor
600,2024-04-04,Cliente_030,Monitor,Computadores,Norte,1.0,1200.0,1200.0,4,Q2,2024,Médio Valor
601,2024-01-18,Cliente_027,Teclado,Periféricos,Sul,1.0,250.0,250.0,1,Q1,2024,Baixo Valor
602,2024-07-30,Cliente_005,Notebook,Computadores,Sudeste,2.0,3500.0,7000.0,7,Q3,2024,Alto Valor
604,2024-07-10,Cliente_002,Monitor,Computadores,Norte,10.0,1200.0,12000.0,7,Q3,2024,Alto Valor
605,2024-12-03,Cliente_016,Monitor,Computadores,Sul,1.0,1200.0,1200.0,12,Q4,2024,Médio Valor
606,2024-10-09,Cliente_014,Teclado,Periféricos,Sul,1.0,250.0,250.0,10,Q4,2024,Baixo Valor
607,2024-05-20,Cliente_018,Teclado,Periféricos,Nordeste,1.0,250.0,250.0,5,Q2,2024,Baixo Valor
609,2024-02-19,Cliente_017,Notebook,Computadores,Sudeste,4.0,3500.0,14000.0,2,Q1,2024,Alto Valor
610,2024-11-13,Cliente_017,Smartphone,Celulares,Nordeste,6.0,2200.0,13200.0,11,Q4,2024,Alto Valor
613,2024-02-11,Cliente_021,Mouse,Periféricos,Sul,2.0,120.0,240.0,2,Q1,2024,Baixo Valor
614,2024-07-13,Cliente_013,Monitor,Computadores,Norte,8.0,1200.0,9600.0,7,Q3,2024,Alto Valor
615,2024-11-22,Cliente_001,Notebook,Computadores,Sudeste,2.0,3500.0,7000.0,11,Q4,2024,Alto Valor
616,2024-08-10,Cliente_021,Monitor,Computadores,Nordeste,10.0,1200.0,12000.0,8,Q3,2024,Alto Valor
617,2024-09-27,Cliente_030,Notebook,Computadores,Sul,4.0,3500.0,14000.0,9,Q3,2024,Alto Valor
618,2024-12-20,Cliente_029,Smartphone,Celulares,Norte,8.0,2200.0,17600.0,12,Q4,2024,Alto Valor
619,2024-01-24,Cliente_030,Tablet,Celulares,Sul,5.0,1800.0,9000.0,1,Q1,2024,Alto Valor
620,2024-10-15,Cliente_022,Teclado,Periféricos,Sul,3.0,250.0,750.0,10,Q4,2024,Médio Valor
621,2024-01-09,Cliente_007,Tablet,Celulares,Norte,3.0,1800.0,5400.0,1,Q1,2024,Alto Valor
622,2024-07-22,Cliente_030,Mouse,Periféricos,Sul,5.0,120.0,600.0,7,Q3,2024,Médio Valor
623,2024-10-15,Cliente_008,Smartphone,Celulares,Norte,7.0,2200.0,15400.0,10,Q4,2024,Alto Valor
624,2024-10-03,Cliente_011,Mouse,Periféricos,Centro-Oeste,3.0,120.0,360.0,10,Q4,2024,Baixo Valor
625,2024-02-10,Cliente_017,Mouse,Periféricos,Nordeste,1.0,120.0,120.0,2,Q1,2024,Baixo Valor
626,2024-08-11,Cliente_008,Notebook,Computadores,Sul,6.0,3500.0,21000.0,8,Q3,2024,Alto Valor
627,2024-11-10,Cliente_020,Teclado,Periféricos,Centro-Oeste,6.0,250.0,1500.0,11,Q4,2024,Médio Valor
628,2024-11-20,Cliente_009,Notebook,Computadores,Centro-Oeste,8.0,3500.0,28000.0,11,Q4,2024,Alto Valor
629,2024-07-01,Cliente_018,Smartphone,Celulares,Centro-Oeste,7.0,2200.0,15400.0,7,Q3,2024,Alto Valor
631,2024-05-31,Cliente_026,Teclado,Periféricos,Sudeste,2.0,250.0,500.0,5,Q2,2024,Médio Valor
632,2024-05-17,Cliente_005,Notebook,Computadores,Centro-Oeste,3.0,3500.0,10500.0,5,Q2,2024,Alto Valor
633,2024-07-18,Cliente_011,Mouse,Periféricos,Nordeste,2.0,120.0,240.0,7,Q3,2024,Baixo Valor
634,2024-01-03,Cliente_010,Notebook,Computadores,Centro-Oeste,6.0,3500.0,21000.0,1,Q1,2024,Alto Valor
635,2024-02-22,Cliente_005,Tablet,Celulares,Sul,3.0,1800.0,5400.0,2,Q1,2024,Alto Valor
636,2024-08-17,Cliente_018,Monitor,Computadores,Norte,9.0,1200.0,10800.0,8,Q3,2024,Alto Valor
637,2024-02-22,Cliente_001,Monitor,Computadores,Sul,6.0,1200.0,7200.0,2,Q1,2024,Alto Valor
638,2024-02-17,Cliente_020,Teclado,Periféricos,Norte,6.0,250.0,1500.0,2,Q1,2024,Médio Valor
639,2024-01-07,Cliente_010,Monitor,Computadores,Centro-Oeste,7.0,1200.0,8400.0,1,Q1,2024,Alto Valor
641,2024-03-27,Cliente_022,Teclado,Periféricos,Centro-Oeste,3.0,250.0,750.0,3,Q1,2024,Médio Valor
642,2024-05-17,Cliente_010,Smartphone,Celulares,Nordeste,8.0,2200.0,17600.0,5,Q2,2024,Alto Valor
643,2024-02-02,Cliente_006,Smartphone,Celulares,Centro-Oeste,5.0,2200.0,11000.0,2,Q1,2024,Alto Valor
644,2024-06-02,Cliente_016,Monitor,Computadores,Sul,6.0,1200.0,7200.0,6,Q2,2024,Alto Valor
646,2024-04-10,Cliente_015,Teclado,Periféricos,Sul,3.0,250.0,750.0,4,Q2,2024,Médio Valor
647,2024-01-04,Cliente_013,Tablet,Celulares,Nordeste,10.0,1800.0,18000.0,1,Q1,2024,Alto Valor
648,2024-06-17,Cliente_015,Monitor,Computadores,Nordeste,7.0,1200.0,8400.0,6,Q2,2024,Alto Valor
649,2024-10-31,Cliente_005,Mouse,Periféricos,Nordeste,6.0,120.0,720.0,10,Q4,2024,Médio Valor
650,2024-12-21,Cliente_007,Teclado,Periféricos,Centro-Oeste,6.0,250.0,1500.0,12,Q4,2024,Médio Valor
651,2024-07-22,Cliente_011,Smartphone,Celulares,Nordeste,8.0,2200.0,17600.0,7,Q3,2024,Alto Valor
652,2024-05-04,Cliente_011,Teclado,Periféricos,Centro-Oeste,5.0,250.0,1250.0,5,Q2,2024,Médio Valor
653,2024-07-05,Cliente_004,Monitor,Computadores,Norte,4.0,1200.0,4800.0,7,Q3,2024,Médio Valor
654,2024-10-06,Cliente_006,Teclado,Periféricos,Norte,1.0,250.0,250.0,10,Q4,2024,Baixo Valor
655,2024-08-24,Cliente_023,Mouse,Periféricos,Sudeste,8.0,120.0,960.0,8,Q3,2024,Médio Valor
656,2024-12-20,Cliente_003,Tablet,Celulares,Centro-Oeste,8.0,1800.0,14400.0,12,Q4,2024,Alto Valor
658,2024-03-19,Cliente_023,Mouse,Periféricos,Centro-Oeste,7.0,120.0,840.0,3,Q1,2024,Médio Valor
660,2024-09-30,Cliente_017,Monitor,Computadores,Centro-Oeste,9.0,1200.0,10800.0,9,Q3,2024,Alto Valor
662,2024-02-13,Cliente_004,Mouse,Periféricos,Sudeste,6.0,120.0,720.0,2,Q1,2024,Médio Valor
663,2024-11-27,Cliente_020,Smartphone,Celulares,Sul,10.0,2200.0,22000.0,11,Q4,2024,Alto Valor
664,2024-12-12,Cliente_021,Mouse,Periféricos,Centro-Oeste,6.0,120.0,720.0,12,Q4,2024,Médio Valor
665,2024-02-24,Cliente_001,Monitor,Computadores,Sul,5.0,1200.0,6000.0,2,Q1,2024,Alto Valor
666,2024-09-18,Cliente_024,Smartphone,Celulares,Norte,9.0,2200.0,19800.0,9,Q3,2024,Alto Valor
667,2024-12-18,Cliente_019,Teclado,Periféricos,Sudeste,8.0,250.0,2000.0,12,Q4,2024,Médio Valor
668,2024-07-19,Cliente_015,Tablet,Celulares,Norte,9.0,1800.0,16200.0,7,Q3,2024,Alto Valor
669,2024-06-25,Cliente_001,Smartphone,Celulares,Centro-Oeste,2.0,2200.0,4400.0,6,Q2,2024,Médio Valor
670,2024-07-31,Cliente_030,Tablet,Celulares,Sul,2.0,1800.0,3600.0,7,Q3,2024,Médio Valor
671,2024-03-13,Cliente_012,Mouse,Periféricos,Nordeste,6.0,120.0,720.0,3,Q1,2024,Médio Valor
673,2024-02-19,Cliente_015,Monitor,Computadores,Centro-Oeste,6.0,1200.0,7200.0,2,Q1,2024,Alto Valor
674,2024-06-02,Cliente_002,Notebook,Computadores,Sul,1.0,3500.0,3500.0,6,Q2,2024,Médio Valor
675,2024-11-27,Cliente_004,Tablet,Celulares,Sudeste,4.0,1800.0,7200.0,11,Q4,2024,Alto Valor
676,2024-03-30,Cliente_018,Teclado,Periféricos,Sudeste,6.0,250.0,1500.0,3,Q1,2024,Médio Valor
677,2024-08-06,Cliente_015,Teclado,Periféricos,Sudeste,7.0,250.0,1750.0,8,Q3,2024,Médio Valor
678,2024-04-04,Cliente_006,Mouse,Periféricos,Centro-Oeste,7.0,120.0,840.0,4,Q2,2024,Médio Valor
679,2024-11-10,Cliente_029,Notebook,Computadores,Sudeste,8.0,3500.0,28000.0,11,Q4,2024,Alto Valor
680,2024-08-07,Cliente_013,Teclado,Periféricos,Sul,4.0,250.0,1000.0,8,Q3,2024,Médio Valor
681,2024-05-22,Cliente_025,Smartphone,Celulares,Sul,10.0,2200.0,22000.0,5,Q2,2024,Alto Valor
682,2024-10-01,Cliente_006,Notebook,Computadores,Nordeste,6.0,3500.0,21000.0,10,Q4,2024,Alto Valor
683,2024-08-22,Cliente_004,Smartphone,Celulares,Nordeste,8.0,2200.0,17600.0,8,Q3,2024,Alto Valor
684,2024-11-23,Cliente_011,Teclado,Periféricos,Norte,7.0,250.0,1750.0,11,Q4,2024,Médio Valor
685,2024-07-19,Cliente_019,Teclado,Periféricos,Sul,6.0,250.0,1500.0,7,Q3,2024,Médio Valor
686,2024-08-22,Cliente_020,Tablet,Celulares,Sudeste,5.0,1800.0,9000.0,8,Q3,2024,Alto Valor
687,2024-10-29,Cliente_003,Teclado,Periféricos,Sudeste,6.0,250.0,1500.0,10,Q4,2024,Médio Valor
688,2024-05-02,Cliente_010,Notebook,Computadores,Sul,3.0,3500.0,10500.0,5,Q2,2024,Alto Valor
689,2024-12-21,Cliente_005,Tablet,Celulares,Norte,7.0,1800.0,12600.0,12,Q4,2024,Alto Valor
690,2024-11-01,Cliente_005,Monitor,Computadores,Norte,7.0,1200.0,8400.0,11,Q4,2024,Alto Valor
691,2024-04-05,Cliente_016,Monitor,Computadores,Norte,3.0,1200.0,3600.0,4,Q2,2024,Médio Valor
692,2024-03-26,Cliente_016,Teclado,Periféricos,Nordeste,3.0,250.0,750.0,3,Q1,2024,Médio Valor
693,2024-06-10,Cliente_027,Smartphone,Celulares,Centro-Oeste,10.0,2200.0,22000.0,6,Q2,2024,Alto Valor
694,2024-07-02,Cliente_001,Notebook,Computadores,Centro-Oeste,3.0,3500.0,10500.0,7,Q3,2024,Alto Valor
695,2024-07-15,Cliente_018,Smartphone,Celulares,Norte,8.0,2200.0,17600.0,7,Q3,2024,Alto Valor
696,2024-12-16,Cliente_016,Monitor,Computadores,Centro-Oeste,8.0,1200.0,9600.0,12,Q4,2024,Alto Valor
697,2024-03-26,Cliente_003,Monitor,Computadores,Norte,1.0,1200.0,1200.0,3,Q1,2024,Médio Valor
698,2024-05-29,Cliente_002,Smartphone,Celulares,Nordeste,4.0,2200.0,8800.0,5,Q2,2024,Alto Valor
699,2024-05-27,Cliente_006,Teclado,Periféricos,Centro-Oeste,10.0,250.0,2500.0,5,Q2,2024,Médio Valor
700,2024-09-10,Cliente_018,Mouse,Periféricos,Norte,2.0,120.0,240.0,9,Q3,2024,Baixo Valor
701,2024-02-28,Cliente_009,Teclado,Periféricos,Norte,6.0,250.0,1500.0,2,Q1,2024,Médio Valor
702,2024-01-22,Cliente_025,Teclado,Periféricos,Centro-Oeste,9.0,250.0,2250.0,1,Q1,2024,Médio Valor
703,2024-08-05,Cliente_004,Smartphone,Celulares,Sudeste,5.0,2200.0,11000.0,8,Q3,2024,Alto Valor
705,2024-03-01,Cliente_025,Monitor,Computadores,Sudeste,4.0,1200.0,4800.0,3,Q1,2024,Médio Valor
706,2024-10-28,Cliente_023,Mouse,Periféricos,Nordeste,10.0,120.0,1200.0,10,Q4,2024,Médio Valor
707,2024-08-07,Cliente_006,Mouse,Periféricos,Norte,3.0,120.0,360.0,8,Q3,2024,Baixo Valor
708,2024-04-15,Cliente_026,Smartphone,Celulares,Sul,10.0,2200.0,22000.0,4,Q2,2024,Alto Valor
709,2024-09-29,Cliente_009,Tablet,Celulares,Norte,9.0,1800.0,16200.0,9,Q3,2024,Alto Valor
710,2024-06-14,Cliente_023,Smartphone,Celulares,Nordeste,5.0,2200.0,11000.0,6,Q2,2024,Alto Valor
711,2024-05-16,Cliente_028,Teclado,Periféricos,Norte,2.0,250.0,500.0,5,Q2,2024,Médio Valor
712,2024-07-29,Cliente_030,Smartphone,Celulares,Sul,5.0,2200.0,11000.0,7,Q3,2024,Alto Valor
713,2024-03-05,Cliente_023,Mouse,Periféricos,Sudeste,4.0,120.0,480.0,3,Q1,2024,Baixo Valor
714,2024-12-30,Cliente_011,Smartphone,Celulares,Sudeste,7.0,2200.0,15400.0,12,Q4,2024,Alto Valor
715,2024-03-13,Cliente_019,Monitor,Computadores,Nordeste,7.0,1200.0,8400.0,3,Q1,2024,Alto Valor
716,2024-08-19,Cliente_003,Monitor,Computadores,Sul,7.0,1200.0,8400.0,8,Q3,2024,Alto Valor
717,2024-05-22,Cliente_023,Teclado,Periféricos,Nordeste,8.0,250.0,2000.0,5,Q2,2024,Médio Valor
718,2024-06-16,Cliente_019,Monitor,Computadores,Sul,2.0,1200.0,2400.0,6,Q2,2024,Médio Valor
719,2024-08-22,Cliente_021,Mouse,Periféricos,Nordeste,2.0,120.0,240.0,8,Q3,2024,Baixo Valor
720,2024-07-22,Cliente_007,Teclado,Periféricos,Centro-Oeste,4.0,250.0,1000.0,7,Q3,2024,Médio Valor
721,2024-05-17,Cliente_011,Monitor,Computadores,Nordeste,6.0,1200.0,7200.0,5,Q2,2024,Alto Valor
722,2024-10-22,Cliente_005,Teclado,Periféricos,Norte,8.0,250.0,2000.0,10,Q4,2024,Médio Valor
723,2024-12-15,Cliente_025,Tablet,Celulares,Sul,1.0,1800.0,1800.0,12,Q4,2024,Médio Valor
724,2024-11-16,Cliente_026,Notebook,Computadores,Centro-Oeste,1.0,3500.0,3500.0,11,Q4,2024,Médio Valor
725,2024-03-21,Cliente_015,Notebook,Computadores,Centro-Oeste,1.0,3500.0,3500.0,3,Q1,2024,Médio Valor
726,2024-04-13,Cliente_023,Monitor,Computadores,Sudeste,5.0,1200.0,6000.0,4,Q2,2024,Alto Valor
727,2024-05-20,Cliente_003,Smartphone,Celulares,Nordeste,5.0,2200.0,11000.0,5,Q2,2024,Alto Valor
728,2024-07-09,Cliente_022,Notebook,Computadores,Sudeste,1.0,3500.0,3500.0,7,Q3,2024,Médio Valor
729,2024-11-16,Cliente_010,Monitor,Computadores,Sudeste,7.0,1200.0,8400.0,11,Q4,2024,Alto Valor
730,2024-02-16,Cliente_023,Mouse,Periféricos,Sul,1.0,120.0,120.0,2,Q1,2024,Baixo Valor
731,2024-09-01,Cliente_003,Smartphone,Celulares,Sudeste,10.0,2200.0,22000.0,9,Q3,2024,Alto Valor
732,2024-09-22,Cliente_022,Smartphone,Celulares,Centro-Oeste,1.0,2200.0,2200.0,9,Q3,2024,Médio Valor
733,2024-12-22,Cliente_011,Notebook,Computadores,Sul,7.0,3500.0,24500.0,12,Q4,2024,Alto Valor
734,2024-03-08,Cliente_016,Mouse,Periféricos,Sul,4.0,120.0,480.0,3,Q1,2024,Baixo Valor
735,2024-02-15,Cliente_024,Monitor,Computadores,Sul,2.0,1200.0,2400.0,2,Q1,2024,Médio Valor
736,2024-07-07,Cliente_029,Tablet,Celulares,Nordeste,3.0,1800.0,5400.0,7,Q3,2024,Alto Valor
738,2024-10-15,Cliente_001,Teclado,Periféricos,Norte,3.0,250.0,750.0,10,Q4,2024,Médio Valor
739,2024-06-28,Cliente_024,Monitor,Computadores,Sudeste,3.0,1200.0,3600.0,6,Q2,2024,Médio Valor
743,2024-05-06,Cliente_009,Smartphone,Celulares,Sul,4.0,2200.0,8800.0,5,Q2,2024,Alto Valor
744,2024-11-03,Cliente_020,Teclado,Periféricos,Norte,5.0,250.0,1250.0,11,Q4,2024,Médio Valor
745,2024-01-14,Cliente_028,Mouse,Periféricos,Nordeste,4.0,120.0,480.0,1,Q1,2024,Baixo Valor
746,2024-11-06,Cliente_017,Teclado,Periféricos,Sudeste,7.0,250.0,1750.0,11,Q4,2024,Médio Valor
747,2024-11-26,Cliente_002,Tablet,Celulares,Sudeste,8.0,1800.0,14400.0,11,Q4,2024,Alto Valor
748,2024-02-27,Cliente_008,Monitor,Computadores,Centro-Oeste,10.0,1200.0,12000.0,2,Q1,2024,Alto Valor
749,2024-09-27,Cliente_029,Notebook,Computadores,Sul,6.0,3500.0,21000.0,9,Q3,2024,Alto Valor
750,2024-03-08,Cliente_013,Tablet,Celulares,Norte,7.0,1800.0,12600.0,3,Q1,2024,Alto Valor
751,2024-10-06,Cliente_022,Tablet,Celulares,Sudeste,8.0,1800.0,14400.0,10,Q4,2024,Alto Valor
752,2024-01-09,Cliente_019,Notebook,Computadores,Sul,1.0,3500.0,3500.0,1,Q1,2024,Médio Valor
753,2024-04-20,Cliente_002,Tablet,Celulares,Sul,7.0,1800.0,12600.0,4,Q2,2024,Alto Valor
754,2024-05-26,Cliente_021,Teclado,Periféricos,Norte,7.0,250.0,1750.0,5,Q2,2024,Médio Valor
755,2024-12-25,Cliente_013,Monitor,Computadores,Sul,9.0,1200.0,10800.0,12,Q4,2024,Alto Valor
756,2024-11-11,Cliente_005,Teclado,Periféricos,Nordeste,2.0,250.0,500.0,11,Q4,2024,Médio Valor
